model,validation_design,metric,mean_value,sd_value,evaluated_folds,event_count,effective_n,promotion_gate_passed,status
hist_gradient_boosting,repeated_stratified_5fold_10repeats,weighted_brier,0.16139595403108334,0.02388562447988403,50,136,251.58657836914062,False,evaluation_only_not_promoted
hist_gradient_boosting,repeated_stratified_5fold_10repeats,prevalence_brier,0.15974420058812602,0.019656732670153252,50,136,251.58657836914062,False,evaluation_only_not_promoted
hist_gradient_boosting,repeated_stratified_5fold_10repeats,weighted_auc,0.6617025964942512,0.07336837949394436,50,136,251.58657836914062,False,evaluation_only_not_promoted
hist_gradient_boosting,repeated_stratified_5fold_10repeats,observed_rate,0.19864655869618356,0.03237474022621637,50,136,251.58657836914062,False,evaluation_only_not_promoted
hist_gradient_boosting,repeated_stratified_5fold_10repeats,predicted_rate,0.19900372662992705,0.027776648171694826,50,136,251.58657836914062,False,evaluation_only_not_promoted
