survey_year,raw_n,connected_usable_n,no_internet_connection_n,effective_n,disruption_events,disruption_rate_unweighted,disruption_rate_weighted,duration_usable_n,mean_duration_hours_weighted,median_duration_hours_weighted,loss_ratio_usable_n,positive_loss_events,positive_loss_rate_given_disruption_weighted,mean_positive_loss_ratio_weighted,expected_loss_ratio_weighted,provider_switch_constraint_rate_weighted,median_annual_broadband_cost_tnd_weighted
2024,645,616,28,251.6,136,0.22077922077922077,0.1982679670203487,129,1.963489092156998,1,117,16,0.15416788747446272,0.08258685854047908,0.0025243956406598715,0.21527546121704474,1200
